time,power[1],power[2],power[3],power[4],power[5],power[6],power[7],power[8],power[9],power[10],power[11],power[12],power[13],power[14],power[15],power[16],power[17],power[18],power[19],power[20],power[21],power[22],power[23],power[24],power[25],OA Wetbulb Temp
0.0,1060694.4387837069,1062925.8496995533,1055119.5115808658,1045097.3214662526,1072237.5109711569,1037035.7438202389,1076288.5898384887,1046103.1113860215,1110494.9486809266,1075323.078818338,1091069.8691655877,1092809.0639766674,1034384.0950130876,677120.5699501012,1080261.662456648,1035663.8598065232,1018398.4182303568,1075926.633906221,1057788.1654293137,1028506.2199172347,1043020.19269708,1100422.709104418,1078387.5241735256,1097390.7085046533,1063619.3797128517,4.833333333333335
15.0,1039487.014492817,1053129.129124209,1043835.3954041699,1025227.1076850224,1066558.6110364052,1031092.5494510544,1060458.7109469294,1032788.4942507155,1096277.4066603277,1059526.7382567206,1077710.243532977,1089936.288481826,1015519.851647728,668953.5537406248,1066870.3389841577,1021492.677907673,1011889.0833773923,1061070.985167327,1040438.1367496328,1018798.2475117929,1036169.7090617613,1074260.678536754,1068453.5772840832,1082036.5511084376,1046278.4814225286,4.805555555555559
30.0,1041424.2286126786,1044837.6741136176,1037124.7104073948,1021841.1333197937,1063330.0875013315,1024445.3581181051,1056688.9300188452,1026273.9572892725,1086789.8131118005,1052706.3568261124,1080782.0758851538,1081694.8259522144,1014567.8736386062,674699.5797657557,1059164.9616327446,1011200.653408383,1005456.4673431242,1061076.6777712575,1041632.6202959648,1015432.7289618234,1033622.3038899943,1073077.0426649095,1063304.6840345897,1085129.887487602,1039693.2735816364,4.777777777777779
45.0,1047310.0259541364,1049292.7592009492,1042849.3664677206,1022133.1376822117,1069540.7566577552,1031336.5235058398,1053572.005855234,1031911.1454306155,1093242.9509356637,1051012.5904535742,1083022.3460845754,1083979.3927285862,1018974.2482889625,675949.676533454,1065285.8724565466,1021072.9263172243,1002053.9704829553,1066179.5727730785,1046640.9421236592,1018778.9996494789,1041569.51485961,1086267.5949476452,1068570.0048754306,1096853.9719740415,1052430.4086842926,4.749999999999998
60.0,1035909.9344939888,1045550.333156497,1030455.8094068372,1025037.7149682868,1062932.9988266923,1024408.0507723581,1048223.0494616074,1022001.9446173119,1096339.7885843026,1041724.8243731807,1078422.9605903928,1068273.6680027077,1020285.6734957774,673011.2836156677,1062210.4213251409,1001605.6210517144,990603.6712493204,1054415.634410347,1039150.7002722857,1018622.2610476223,1026306.7081818897,1069662.5055080603,1064682.4792411649,1077208.5387334013,1044328.9134224971,4.722222222222222
75.0,1046269.702503104,1053297.430308961,1044236.8081418677,1038879.4948215187,1069260.5557088219,1037113.8623619112,1058440.5977623041,1032003.1401128203,1101883.0199006645,1052424.81672096,1087060.3388344594,1078187.2380480324,1033430.5956475913,679337.3958103539,1071329.6100753068,1015189.3199860753,997171.3478437985,1068523.1231150876,1047137.62403893,1027387.672368675,1042751.0060610756,1084958.0040647157,1070953.6282552727,1086475.1101668333,1057888.949113105,4.708333333333334
90.0,1034012.9229300403,1038604.9534525275,1031540.9243800407,1029208.7296853556,1053665.22965005,1023030.4639387056,1049850.2162339617,1029351.8588408723,1084872.5674237297,1040497.0625018076,1082665.4362180848,1070163.3067663023,1018771.9143059079,674498.846816971,1059327.311829961,1004709.1573598601,984862.4155964045,1056569.862406815,1033864.6198334724,1015928.4718541956,1036737.7261538495,1078986.764317759,1056211.0441058476,1077658.9931006539,1048438.4521832224,4.694444444444446
105.0,1038676.5105919532,1027882.9719245525,1033146.4254943739,1019907.2694537578,1051658.989741601,1029363.1575581845,1045676.2799494766,1029563.6129228323,1082717.0109291961,1038208.7280054239,1078692.6443420555,1071018.6364985076,1018827.949797298,672957.6673146627,1052431.2609571612,1002037.1073359144,986027.7036635624,1054270.3535069043,1031603.6435851313,1017617.1017038774,1032399.1643419942,1077068.6912669467,1047069.6584901822,1073149.5275910946,1037693.9949580815,4.680555555555554
120.0,1034571.1873652088,1027136.2291873476,1030408.8173547614,1024207.0009084948,1052854.3171931999,1026304.8068411136,1047989.1249941391,1030609.5032982162,1082832.7514139183,1042750.4660531025,1083108.9291936394,1063651.3842410003,1023458.3046222322,670598.4242119892,1055201.0316872518,996776.142762041,984776.5751324875,1052518.7815223122,1036384.3388246022,1016084.8954794233,1031475.0258494383,1076087.5422405754,1043610.2421694567,1076263.2067592263,1039105.4443869868,4.666666666666666
135.0,1035865.4363199353,1027400.5695934171,1030947.9566843412,1024346.3292097261,1052317.3385742996,1026347.9072291236,1053847.0688976822,1034228.2331935912,1090467.0818280703,1057662.3005859037,1091844.0940872063,1055205.3221002812,1033339.8975238831,676474.3062087141,1055359.851791667,1002380.4534326626,991431.1900733699,1052864.8614866934,1036536.7675561301,1018787.8900667515,1037413.7953717026,1074659.6018891816,1040877.0421625527,1083662.1035172935,1042149.4355092687,4.666666666666666
