#1
double table(5761,  3) # time power_W OA_Wetbulb_Temp_C

0	10025487.85	4.00000
15	10025487.85	4.00000
30	10025487.85	4.00000
45	10025487.85	4.00001
60	10025487.85	4.00002
75	10025487.85	4.00002
90	10025487.85	4.00003
105	10025487.85	4.00005
120	10025487.85	4.00006
135	10025487.85	4.00008
150	10025487.85	4.00010
165	10025487.85	4.00012
180	10025487.85	4.00014
195	10025487.85	4.00016
210	10025487.85	4.00019
225	10025487.85	4.00022
240	10025487.85	4.00025
255	10025487.85	4.00028
270	10025487.85	4.00031
285	10025487.85	4.00035
300	10025487.85	4.00039
315	10025487.85	4.00043
330	10025487.85	4.00047
345	10025487.85	4.00051
360	10025487.85	4.00056
375	10025487.85	4.00060
390	10025487.85	4.00065
405	10025487.85	4.00070
420	10025487.85	4.00076
435	10025487.85	4.00081
450	10025487.85	4.00087
465	10025487.85	4.00093
480	10025487.85	4.00099
495	10025487.85	4.00105
510	10025487.85	4.00111
525	10025487.85	4.00118
540	10025487.85	4.00125
555	10025487.85	4.00132
570	10025487.85	4.00139
585	10025487.85	4.00147
600	10025487.85	4.00154
615	10025487.85	4.00162
630	10025487.85	4.00170
645	10025487.85	4.00178
660	10025487.85	4.00187
675	10025487.85	4.00195
690	10025487.85	4.00204
705	10025487.85	4.00213
720	10025487.85	4.00222
735	10025487.85	4.00232
750	10025487.85	4.00241
765	14014113.61	4.00251
780	14014113.61	4.00261
795	14014113.61	4.00271
810	14014113.61	4.00281
825	14014113.61	4.00292
840	14014113.61	4.00302
855	14014113.61	4.00313
870	14014113.61	4.00324
885	14014113.61	4.00336
900	14014113.61	4.00347
915	14014113.61	4.00359
930	14014113.61	4.00371
945	14014113.61	4.00383
960	14014113.61	4.00395
975	14014113.61	4.00407
990	14014113.61	4.00420
1005	14014113.61	4.00433
1020	14014113.61	4.00446
1035	14014113.61	4.00459
1050	14014113.61	4.00473
1065	14014113.61	4.00486
1080	14014113.61	4.00500
1095	14014113.61	4.00514
1110	14014113.61	4.00528
1125	14014113.61	4.00542
1140	14014113.61	4.00557
1155	14014113.61	4.00572
1170	14014113.61	4.00587
1185	14014113.61	4.00602
1200	14014113.61	4.00617
1215	14014113.61	4.00633
1230	14014113.61	4.00648
1245	14014113.61	4.00664
1260	14014113.61	4.00680
1275	14014113.61	4.00697
1290	14014113.61	4.00713
1305	14014113.61	4.00730
1320	14014113.61	4.00747
1335	14014113.61	4.00764
1350	14014113.61	4.00781
1365	14014113.61	4.00798
1380	14014113.61	4.00816
1395	14014113.61	4.00834
1410	14014113.61	4.00852
1425	14014113.61	4.00870
1440	14070537.6	4.00889
1455	14070537.6	4.00907
1470	14070537.6	4.00926
1485	14070537.6	4.00945
1500	14070537.6	4.00964
1515	14070537.6	4.00983
1530	14070537.6	4.01003
1545	14070537.6	4.01023
1560	14070537.6	4.01043
1575	14070537.6	4.01063
1590	14070537.6	4.01083
1605	14070537.6	4.01104
1620	14070537.6	4.01124
1635	14070537.6	4.01145
1650	14070537.6	4.01166
1665	14070537.6	4.01188
1680	14070537.6	4.01209
1695	14070537.6	4.01231
1710	14070537.6	4.01253
1725	14070537.6	4.01275
1740	14070537.6	4.01297
1755	14070537.6	4.01320
1770	14070537.6	4.01342
1785	14070537.6	4.01365
1800	14070537.6	4.01388
1815	14070537.6	4.01411
1830	14070537.6	4.01435
1845	14070537.6	4.01458
1860	14070537.6	4.01482
1875	14070537.6	4.01506
1890	14070537.6	4.01530
1905	14070537.6	4.01555
1920	14070537.6	4.01579
1935	14070537.6	4.01604
1950	14070537.6	4.01629
1965	17474224.34	4.01654
1980	17474224.34	4.01679
1995	17474224.34	4.01705
2010	17474224.34	4.01731
2025	17474224.34	4.01757
2040	17474224.34	4.01783
2055	17474224.34	4.01809
2070	17474224.34	4.01835
2085	17474224.34	4.01862
2100	17474224.34	4.01889
2115	17474224.34	4.01916
2130	17474224.34	4.01943
